Precinct,Race,Candidate,Total Votes
3068 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3068 BS 5,"For Council, City of San Antonio, District 9",,Day
3068 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 55 34.59% 24,2
3068 BS 5,"For Council, City of San Antonio, District 9",John Courage 104 65.41% 35,12
3069 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3069 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3069 BS 5,"For Council, City of San Antonio, District 9",,Day
3069 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 217 31.82% 66,31
3069 BS 5,"For Council, City of San Antonio, District 9",John Courage 465 68.18% 91,107
3076 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3076 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3076 BS 5,"For Council, City of San Antonio, District 9",,Day
3076 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 165 50.15% 55,8
3076 BS 5,"For Council, City of San Antonio, District 9",John Courage 164 49.85% 31,26
3078 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3078 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3078 BS 5,"For Council, City of San Antonio, District 9",,Day
3078 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 202 39.07% 67,19
3078 BS 5,"For Council, City of San Antonio, District 9",John Courage 315 60.93% 91,61
3079 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3079 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3079 BS 5,"For Council, City of San Antonio, District 9",,Day
3079 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 280 40.35% 61,27
3079 BS 5,"For Council, City of San Antonio, District 9",John Courage 414 59.65% 93,76
3080 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3080 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3080 BS 5,"For Council, City of San Antonio, District 9",,Day
3080 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 112 44.44% 37,2
3080 BS 5,"For Council, City of San Antonio, District 9",John Courage 140 55.56% 20,24
3081 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3081 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3081 BS 5,"For Council, City of San Antonio, District 9",,Day
3081 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 187 43.29% 31,15
3081 BS 5,"For Council, City of San Antonio, District 9",John Courage 245 56.71% 33,36
3083 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3083 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3083 BS 5,"For Council, City of San Antonio, District 9",,Day
3083 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 165 46.48% 46,9
3083 BS 5,"For Council, City of San Antonio, District 9",John Courage 190 53.52% 24,47
3093 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3093 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3093 BS 5,"For Council, City of San Antonio, District 9",,Day
3093 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 392 51.11% 159,24
3093 BS 5,"For Council, City of San Antonio, District 9",John Courage 375 48.89% 114,45
3102 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3102 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3102 BS 5,"For Council, City of San Antonio, District 9",,Day
3102 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 282 41.23% 97,29
3102 BS 5,"For Council, City of San Antonio, District 9",John Courage 402 58.77% 98,77
3104 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3104 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3104 BS 5,"For Council, City of San Antonio, District 9",,Day
3104 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 285 44.19% 66,18
3104 BS 5,"For Council, City of San Antonio, District 9",John Courage 360 55.81% 53,77
3111 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3111 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3111 BS 5,"For Council, City of San Antonio, District 9",,Day
3111 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3111 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3114 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3114 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3114 BS 5,"For Council, City of San Antonio, District 9",,Day
3114 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 350 52.40% 84,26
3114 BS 5,"For Council, City of San Antonio, District 9",John Courage 318 47.60% 37,54
3117 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3117 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3117 BS 5,"For Council, City of San Antonio, District 9",,Day
3117 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 420 47.51% 79,20
3117 BS 5,"For Council, City of San Antonio, District 9",John Courage 464 52.49% 68,82
3119 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3119 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3119 BS 5,"For Council, City of San Antonio, District 9",,Day
3119 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 244 42.66% 103,22
3119 BS 5,"For Council, City of San Antonio, District 9",John Courage 328 57.34% 102,59
3121 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3121 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3121 BS 5,"For Council, City of San Antonio, District 9",,Day
3121 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 230 47.42% 74,22
3121 BS 5,"For Council, City of San Antonio, District 9",John Courage 255 52.58% 85,43
3122 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3122 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3122 BS 5,"For Council, City of San Antonio, District 9",,Day
3122 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 162 41.22% 49,9
3122 BS 5,"For Council, City of San Antonio, District 9",John Courage 231 58.78% 46,49
3123 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3123 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3123 BS 5,"For Council, City of San Antonio, District 9",,Day
3123 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3123 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3125 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3125 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3125 BS 5,"For Council, City of San Antonio, District 9",,Day
3125 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3125 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3130 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3130 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3130 BS 5,"For Council, City of San Antonio, District 9",,Day
3130 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 234 49.58% 98,16
3130 BS 5,"For Council, City of San Antonio, District 9",John Courage 238 50.42% 52,58
3131 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3131 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3131 BS 5,"For Council, City of San Antonio, District 9",,Day
3131 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3131 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3132 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3132 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3132 BS 5,"For Council, City of San Antonio, District 9",,Day
3132 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 30 35.71% 16,3
3132 BS 5,"For Council, City of San Antonio, District 9",John Courage 54 64.29% 18,9
3136 BS 1,"For Council, City of San Antonio, District 1",Vote,For
3136 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
3136 BS 1,"For Council, City of San Antonio, District 1",,Day
3136 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 37 48.68% 7,4
3136 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 39 51.32% 7,12
3137 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3137 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3137 BS 5,"For Council, City of San Antonio, District 9",,Day
3137 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 1 25.00% 0,0
3137 BS 5,"For Council, City of San Antonio, District 9",John Courage 3 75.00% 0,0
3138 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3138 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3138 BS 5,"For Council, City of San Antonio, District 9",,Day
3138 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 8 80.00% 4,1
3138 BS 5,"For Council, City of San Antonio, District 9",John Courage 2 20.00% 1,1
3145 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3145 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3145 BS 5,"For Council, City of San Antonio, District 9",,Day
3145 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 227 49.24% 79,9
3145 BS 5,"For Council, City of San Antonio, District 9",John Courage 234 50.76% 54,47
3150 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3150 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3150 BS 5,"For Council, City of San Antonio, District 9",,Day
3150 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0.00% 0,0
3150 BS 5,"For Council, City of San Antonio, District 9",John Courage 8 100.00% 2,4
3154 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3154 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3154 BS 5,"For Council, City of San Antonio, District 9",,Day
3154 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 247 48.43% 52,22
3154 BS 5,"For Council, City of San Antonio, District 9",John Courage 263 51.57% 35,60
3155 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3155 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3155 BS 5,"For Council, City of San Antonio, District 9",,Day
3155 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 237 57.95% 88,7
3155 BS 5,"For Council, City of San Antonio, District 9",John Courage 172 42.05% 54,27
3161 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3161 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3161 BS 5,"For Council, City of San Antonio, District 9",,Day
3161 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 118 42.45% 30,9
3161 BS 5,"For Council, City of San Antonio, District 9",John Courage 160 57.55% 37,31
3163 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3163 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3163 BS 5,"For Council, City of San Antonio, District 9",,Day
3163 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 223 54.13% 87,4
3163 BS 5,"For Council, City of San Antonio, District 9",John Courage 189 45.87% 49,33
3164 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3164 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3164 BS 5,"For Council, City of San Antonio, District 9",,Day
3164 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0.00% 0,0
3164 BS 5,"For Council, City of San Antonio, District 9",John Courage 2 100.00% 2,0
3165 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3165 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3165 BS 5,"For Council, City of San Antonio, District 9",,Day
3165 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 393 54.21% 101,14
3165 BS 5,"For Council, City of San Antonio, District 9",John Courage 332 45.79% 64,46
3166 BS 1,"For Council, City of San Antonio, District 1",Vote,For
3166 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
3166 BS 1,"For Council, City of San Antonio, District 1",,Day
3166 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 47 51.65% 23,5
3166 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 44 48.35% 17,10
3173 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3173 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3173 BS 5,"For Council, City of San Antonio, District 9",,Day
3173 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 240 51.50% 80,10
3173 BS 5,"For Council, City of San Antonio, District 9",John Courage 226 48.50% 49,29
3178 BS 4,"For Council, City of San Antonio, District 2",Vote,For
3178 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
3178 BS 4,"For Council, City of San Antonio, District 2",,Day
3178 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
3178 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
3179 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3179 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3179 BS 5,"For Council, City of San Antonio, District 9",,Day
3179 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3179 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3180 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3180 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3180 BS 5,"For Council, City of San Antonio, District 9",,Day
3180 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 73 37.44% 16,6
3180 BS 5,"For Council, City of San Antonio, District 9",John Courage 122 62.56% 32,21
3181 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3181 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3181 BS 5,"For Council, City of San Antonio, District 9",,Day
3181 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 301 55.54% 114,21
3181 BS 5,"For Council, City of San Antonio, District 9",John Courage 241 44.46% 47,41
3182 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3182 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3182 BS 5,"For Council, City of San Antonio, District 9",,Day
3182 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 61 42.07% 23,8
3182 BS 5,"For Council, City of San Antonio, District 9",John Courage 84 57.93% 19,30
3192 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3192 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3192 BS 5,"For Council, City of San Antonio, District 9",,Day
3192 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3192 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3193 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3193 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3193 BS 5,"For Council, City of San Antonio, District 9",,Day
3193 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 10 38.46% 3,0
3193 BS 5,"For Council, City of San Antonio, District 9",John Courage 16 61.54% 3,1
3201 BS 5,"For Council, City of San Antonio, District 9",Vote,For
3201 BS 5,"For Council, City of San Antonio, District 9",TOTAL VOTE % Election,Absentee
3201 BS 5,"For Council, City of San Antonio, District 9",,Day
3201 BS 5,"For Council, City of San Antonio, District 9",Patrick Von Dohlen 0 0,0
3201 BS 5,"For Council, City of San Antonio, District 9",John Courage 0 0,0
3204 BS 1,"For Council, City of San Antonio, District 1",Vote,For
3204 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
3204 BS 1,"For Council, City of San Antonio, District 1",,Day
3204 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 0 0,0
3204 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 0 0,0
3205 BS 1,"For Council, City of San Antonio, District 1",Vote,For
3205 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
3205 BS 1,"For Council, City of San Antonio, District 1",,Day
3205 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 0 0,0
3205 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 0 0,0
3206 BS 4,"For Council, City of San Antonio, District 2",Vote,For
3206 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
3206 BS 4,"For Council, City of San Antonio, District 2",,Day
3206 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 9.09% 0,0
3206 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 10 90.91% 2,0
3207 BS 4,"For Council, City of San Antonio, District 2",Vote,For
3207 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
3207 BS 4,"For Council, City of San Antonio, District 2",,Day
3207 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
3207 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
3208 BS 1,"For Council, City of San Antonio, District 1",Vote,For
3208 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
3208 BS 1,"For Council, City of San Antonio, District 1",,Day
3208 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 3 75.00% 0,0
3208 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 1 25.00% 0,0
4001 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4001 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4001 BS 1,"For Council, City of San Antonio, District 1",,Day
4001 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 140 54.47% 35,35
4001 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 117 45.53% 29,23
4002 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4002 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4002 BS 4,"For Council, City of San Antonio, District 2",,Day
4002 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 13 22.81% 1,3
4002 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 44 77.19% 14,8
4003 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4003 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4003 BS 4,"For Council, City of San Antonio, District 2",,Day
4003 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 24 24.00% 3,6
4003 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 76 76.00% 29,4
4004 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4004 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4004 BS 4,"For Council, City of San Antonio, District 2",,Day
4004 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 32 24.62% 3,5
4004 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 98 75.38% 21,8
4005 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4005 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4005 BS 4,"For Council, City of San Antonio, District 2",,Day
4005 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 33 17.10% 10,6
4005 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 160 82.90% 55,13
4006 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4006 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4006 BS 4,"For Council, City of San Antonio, District 2",,Day
4006 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 13 20.97% 5,2
4006 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 49 79.03% 15,3
4007 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4007 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4007 BS 4,"For Council, City of San Antonio, District 2",,Day
4007 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 20.00% 2,0
4007 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 8 80.00% 3,1
4008 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4008 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4008 BS 4,"For Council, City of San Antonio, District 2",,Day
4008 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 17 18.28% 3,5
4008 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 76 81.72% 27,6
4009 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4009 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4009 BS 4,"For Council, City of San Antonio, District 2",,Day
4009 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 17 28.81% 5,6
4009 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 42 71.19% 8,1
4010 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4010 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4010 BS 4,"For Council, City of San Antonio, District 2",,Day
4010 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 32 39.02% 3,12
4010 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 50 60.98% 14,9
4011 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4011 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4011 BS 4,"For Council, City of San Antonio, District 2",,Day
4011 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 34 41.46% 12,8
4011 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 48 58.54% 15,5
4012 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4012 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4012 BS 4,"For Council, City of San Antonio, District 2",,Day
4012 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 25 41.67% 8,5
4012 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 35 58.33% 8,4
4013 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4013 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4013 BS 3,"For Council, City of San Antonio, District 3",,Day
4013 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 23 35.94% 7,9
4013 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 41 64.06% 9,13
4014 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4014 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4014 BS 4,"For Council, City of San Antonio, District 2",,Day
4014 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 5 22.73% 2,2
4014 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 17 77.27% 5,3
4015 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4015 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4015 BS 1,"For Council, City of San Antonio, District 1",,Day
4015 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 89 44.72% 27,11
4015 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 110 55.28% 24,13
4016 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4016 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4016 BS 3,"For Council, City of San Antonio, District 3",,Day
4016 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 78 42.39% 20,22
4016 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 106 57.61% 33,32
4017 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4017 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4017 BS 1,"For Council, City of San Antonio, District 1",,Day
4017 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 157 53.22% 50,18
4017 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 138 46.78% 52,15
4018 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4018 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4018 BS 1,"For Council, City of San Antonio, District 1",,Day
4018 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 138 54.55% 34,11
4018 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 115 45.45% 25,15
4019 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4019 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4019 BS 3,"For Council, City of San Antonio, District 3",,Day
4019 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 47 34.56% 12,16
4019 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 89 65.44% 24,25
4020 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4020 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4020 BS 3,"For Council, City of San Antonio, District 3",,Day
4020 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 5 20.83% 0,2
4020 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 19 79.17% 2,12
4021 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4021 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4021 BS 4,"For Council, City of San Antonio, District 2",,Day
4021 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 18 28.12% 6,8
4021 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 46 71.88% 18,14
4023 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4023 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4023 BS 3,"For Council, City of San Antonio, District 3",,Day
4023 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 58 37.66% 14,20
4023 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 96 62.34% 20,40
4024 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4024 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4024 BS 3,"For Council, City of San Antonio, District 3",,Day
4024 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 71 42.77% 26,12
4024 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 95 57.23% 23,39
4025 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4025 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4025 BS 3,"For Council, City of San Antonio, District 3",,Day
4025 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 31 37.35% 6,9
4025 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 52 62.65% 14,18
4026 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4026 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
